t_sim,t_wall,phase,s0_deg,s1_deg,prism_m,gripper_state,robot_x,robot_y,obj_x,obj_y,obj_z
26.250,3.372,1. Start: simulation and gri,0.000,0.000,0.00067,0,0.0396,0.0420,,,
28.000,3.683,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0397,0.0423,,,
29.500,3.969,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0398,0.0426,,,
30.450,4.150,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0398,0.0428,,,
31.400,4.316,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0399,0.0429,,,
32.400,4.497,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0399,0.0431,,,
33.450,4.682,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0400,0.0433,,,
34.350,4.850,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0401,0.0434,,,
35.500,5.062,2. Decision: use the gripper,0.000,0.000,0.00100,1,0.0401,0.0436,,,
48.550,7.395,2. Decision: use the gripper,30.000,0.000,-0.00201,1,0.0408,0.0458,,,
49.350,7.564,2. Decision: use the gripper,30.000,0.000,-0.01001,1,0.0408,0.0460,,,
50.000,7.689,2. Decision: use the gripper,30.000,0.000,-0.01651,1,0.0409,0.0461,,,
50.750,7.836,2. Decision: use the gripper,30.000,0.000,-0.02299,2,0.0409,0.0462,,,
51.900,8.047,2. Decision: use the gripper,-35.000,20.000,-0.02288,2,0.0411,0.0464,,,
52.400,8.151,2. Decision: use the gripper,-20.000,55.001,-0.02287,2,0.0409,0.0466,,,
53.000,8.258,2. Decision: use the gripper,0.000,19.987,-0.02279,2,0.0414,0.0466,,,
53.700,8.395,2. Decision: use the gripper,0.000,0.000,-0.02279,2,0.0411,0.0468,,,
54.850,8.611,2. Decision: use the gripper,0.000,0.000,-0.01279,2,0.0412,0.0470,,,
55.750,8.766,2. Decision: use the gripper,0.000,0.000,-0.00429,2,0.0412,0.0471,,,
56.450,8.893,2. Decision: use the gripper,0.000,0.000,0.00100,1,0.0413,0.0472,,,
58.550,9.288,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0370,0.0476,,,
59.050,9.395,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0326,0.0476,,,
60.000,9.582,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0238,0.0476,,,
61.000,9.767,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0150,0.0476,,,
61.950,9.943,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0151,0.0477,,,
62.850,10.106,4. Align: translate to slot ,0.000,0.000,0.00100,1,0.0151,0.0479,,,
64.000,10.332,4. Align: translate to slot ,0.000,0.000,0.00100,1,0.0152,0.0481,,,
65.150,10.565,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0152,0.0483,,,
65.800,10.680,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,0.0297,,,
66.650,10.854,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.0075,,,
67.200,10.959,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.0448,,,
68.150,11.143,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.1007,,,
68.700,11.258,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.1380,,,
69.600,11.430,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.1753,,,
70.600,11.624,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.2312,,,
71.600,11.827,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.2871,,,
72.600,12.013,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.3243,,,
73.500,12.197,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.3616,,,
74.600,12.398,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.3988,,,
75.500,12.584,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.4361,,,
76.500,12.773,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.4920,,,
77.400,12.950,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.4919,,,
78.200,13.107,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0153,-0.4917,,,
79.800,13.406,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0337,-0.4915,,,
80.350,13.516,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0520,-0.4915,,,
81.300,13.708,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0886,-0.4915,,,
82.300,13.901,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1251,-0.4915,,,
83.250,14.080,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1617,-0.4915,,,
84.200,14.265,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1983,-0.4915,,,
85.200,14.465,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1983,-0.4913,,,
87.300,14.852,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1984,-0.4910,,,
87.850,14.950,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1984,-0.4909,,,
88.850,15.133,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1985,-0.4907,,,
89.900,15.339,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1985,-0.4906,,,
90.650,15.498,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1986,-0.4904,,,
91.200,15.592,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1986,-0.4903,,,
92.150,15.791,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1987,-0.4902,,,
92.750,15.896,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1987,-0.4901,,,
93.500,16.042,7. Grasp: close until the fi,30.000,0.000,0.00087,1,0.1987,-0.4900,,,
95.050,16.349,7. Grasp: close until the fi,30.000,0.000,-0.00213,1,0.1988,-0.4897,,,
95.700,16.471,7. Grasp: close until the fi,30.000,0.000,-0.00863,1,0.1988,-0.4896,,,
97.050,16.705,7. Grasp: close until the fi,30.000,0.000,-0.00963,0,0.1989,-0.4894,0.38,-0.5,0.11
97.550,16.808,7. Grasp: close until the fi,30.000,0.000,-0.00963,0,0.1989,-0.4893,0.38,-0.5,0.11
98.350,16.955,7. Grasp: close until the fi,30.000,0.000,-0.00963,0,0.1990,-0.4892,0.38,-0.5,0.11
99.850,17.250,8. Grasped: lift the object,-15.000,20.000,-0.00958,0,0.1992,-0.4889,0.38,-0.5,0.11
100.500,17.375,8. Grasped: lift the object,-35.000,20.000,-0.00958,0,0.1992,-0.4888,0.38,-0.5,0.11
102.450,17.750,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.1809,-0.4885,0.4585274563137233,-0.5031438311097165,0.21831455620654555
103.150,17.879,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.1624,-0.4885,0.44010055106524537,-0.5031218406109048,0.21831455602124322
103.650,17.984,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.1440,-0.4885,0.4216734171966063,-0.5031053915462301,0.21831456464570603
104.250,18.103,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.1256,-0.4885,0.4032464375148239,-0.5030851471575144,0.2183145630363708
104.800,18.208,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.1072,-0.4885,0.3848192267475101,-0.5030704789716787,0.218314567399171
105.450,18.321,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.0887,-0.4885,0.3663922496093344,-0.5030501238759795,0.21831456706213176
106.450,18.523,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.0519,-0.4885,0.32953783257351654,-0.5030205793283031,0.21831457089147532
107.000,18.630,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.0334,-0.4885,0.3111107041408025,-0.5030038563159788,0.21831457622490408
107.650,18.761,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.0150,-0.4885,0.2926837299615639,-0.5029832877424104,0.2183145761547542
108.600,18.949,9. Retreat: straight back to,-35.000,20.000,-0.00958,0,0.0151,-0.4884,0.2926837299615639,-0.5029832877424104,0.2183145761547542
109.500,19.124,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0151,-0.4882,0.2926837299615639,-0.5029832877424104,0.2183145761547542
110.950,19.394,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.5067,0.2928930881490549,-0.5211015635463989,0.2180966517851317
111.550,19.516,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.5255,0.2928589925911883,-0.5398099236926244,0.21831459839344347
112.100,19.621,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.5442,0.2928596803156094,-0.5585344564033519,0.2183146008889819
112.800,19.751,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.5630,0.2928773196804143,-0.5772612165966176,0.2182054439221563
113.350,19.858,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.5817,0.2928612927256413,-0.5959775593718835,0.2183146042540164
113.950,19.975,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.6005,0.2928620606915498,-0.6146999964016184,0.21831460368447414
114.500,20.074,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.6192,0.29286275332835676,-0.6334243310290408,0.21831461285981013
115.150,20.201,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.6379,0.2928803180615738,-0.652152804322509,0.21820545892882864
116.250,20.422,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.6754,0.29288154714116793,-0.6896051621085058,0.21820545956702775
116.750,20.512,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.6942,0.2928656816172074,-0.7083172779594129,0.21831461616366993
117.800,20.717,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.7504,0.29283614486109866,-0.7644838575908331,0.21836601145888268
118.400,20.840,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.7691,0.29286746462683755,-0.7832386937708569,0.21831462228534743
118.950,20.954,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.7879,0.29286816348409456,-0.8019626592238136,0.21831463071928614
119.600,21.077,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.8066,0.2928857337364471,-0.8206907134037198,0.2182054790936726
120.100,21.174,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.8254,0.2928697176917543,-0.8394064663371802,0.21831463319246214
120.800,21.306,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.8441,0.2928704959351684,-0.8581282884382303,0.21831463608721174
121.350,21.413,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.8628,0.29288806842147036,-0.8768561730721607,0.21820548806448703
121.900,21.524,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.8816,0.29287213251045224,-0.8955697620653473,0.21831463622225933
122.750,21.666,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.9003,0.2928726780082461,-0.9142974533242616,0.2183146419556064
123.450,21.802,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.9190,0.29289072342824096,-0.9330130738189402,0.21820549294817565
124.050,21.915,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.9378,0.292874792275063,-0.9517264743516323,0.21831465191129723
124.700,22.030,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.9565,0.2928757318540276,-0.9704438921187442,0.21831464887274887
125.550,22.211,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-0.9940,0.29289362216269205,-1.0079049780584464,0.21820550246734677
126.100,22.305,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-1.0128,0.29287745385974573,-1.0266242807626405,0.2183146608982417
126.650,22.411,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-1.0315,0.2928949519819021,-1.0453537040831298,0.21820551019198225
127.600,22.611,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0152,-1.0314,0.2928949519819021,-1.0453537040831298,0.21820551019198225
128.100,22.715,10. Carry: translate in fron,-35.000,20.000,-0.00958,0,0.0153,-1.0313,0.2928949519819021,-1.0453537040831298,0.21820551019198225
128.800,22.845,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0153,-1.0312,0.2928949519819021,-1.0453537040831298,0.21820551019198225
130.050,23.072,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0314,0.293051614208355,-1.0451162211504272,0.21831467826106177
130.700,23.204,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0318,0.293052067897119,-1.0455207093880607,0.2183146869974869
131.250,23.303,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0323,0.2930693111028086,-1.0459312120005664,0.21820553670921367
131.850,23.421,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0327,0.29305281597810195,-1.0463336590385761,0.21831469053629587
132.850,23.627,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0335,0.29306996211661196,-1.0471629167471341,0.21820554194925462
133.750,23.801,"11. Insert: move forward, ex",-35.000,20.000,-0.00958,0,0.0154,-1.0334,0.29306996211661196,-1.0471629167471341,0.21820554194925462
