t_sim,t_wall,phase,s0_deg,s1_deg,prism_m,gripper_state,robot_x,robot_y,obj_x,obj_y,obj_z
30.550,4.383,1. Start: simulation and gri,0.000,0.000,0.00067,0,0.0398,0.0428,,,
31.900,4.650,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0399,0.0430,,,
33.150,4.909,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0400,0.0432,,,
34.050,5.078,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0400,0.0434,,,
34.900,5.247,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0401,0.0435,,,
35.900,5.448,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0401,0.0437,,,
36.850,5.626,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0402,0.0439,,,
37.400,5.728,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0402,0.0439,,,
38.300,5.898,2. Decision: use the gripper,0.000,0.000,0.00067,0,0.0403,0.0441,,,
39.400,6.104,2. Decision: use the gripper,30.000,0.000,0.00099,1,0.0403,0.0443,,,
49.600,7.983,2. Decision: use the gripper,30.000,0.000,-0.00201,1,0.0409,0.0460,,,
50.400,8.142,2. Decision: use the gripper,30.000,0.000,-0.01001,1,0.0409,0.0461,,,
51.050,8.270,2. Decision: use the gripper,30.000,0.000,-0.01601,1,0.0409,0.0463,,,
51.750,8.409,2. Decision: use the gripper,30.000,0.000,-0.02299,2,0.0410,0.0464,,,
52.750,8.605,2. Decision: use the gripper,-35.000,20.000,-0.02288,2,0.0411,0.0466,,,
53.650,8.792,2. Decision: use the gripper,0.000,29.988,-0.02279,2,0.0414,0.0469,,,
54.400,8.926,2. Decision: use the gripper,0.000,0.000,-0.02278,2,0.0411,0.0470,,,
54.950,9.020,2. Decision: use the gripper,0.000,0.000,-0.01978,2,0.0411,0.0471,,,
55.650,9.165,2. Decision: use the gripper,0.000,0.000,-0.01228,2,0.0412,0.0472,,,
56.500,9.312,2. Decision: use the gripper,0.000,0.000,-0.00428,2,0.0412,0.0473,,,
57.200,9.440,2. Decision: use the gripper,0.000,0.000,0.00100,1,0.0412,0.0475,,,
59.550,9.901,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0370,0.0479,,,
60.050,10.010,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0326,0.0478,,,
60.550,10.110,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0282,0.0478,,,
61.100,10.207,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0238,0.0478,,,
61.700,10.311,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0150,0.0478,,,
62.200,10.410,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0151,0.0479,,,
62.500,10.619,3. Retreat: go to the safe l,0.000,0.000,0.00100,1,0.0151,0.0480,,,
63.150,10.743,4. Align: translate to slot ,0.000,0.000,0.00100,1,0.0151,0.0481,,,
64.500,11.017,4. Align: translate to slot ,0.000,0.000,0.00100,1,0.0152,0.0483,,,
65.050,11.122,4. Align: translate to slot ,0.000,0.000,0.00100,1,0.0152,0.0484,,,
65.950,11.310,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.0074,,,
66.850,11.503,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.0820,,,
67.850,11.713,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.1379,,,
68.700,11.870,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.1939,,,
69.250,11.986,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.2498,,,
69.750,12.093,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.2684,,,
70.550,12.268,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.3243,,,
71.050,12.359,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.3616,,,
72.000,12.552,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0153,-0.4362,,,
73.000,12.758,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0154,-0.4921,,,
73.500,12.849,4. Align: translate to slot ,30.000,0.000,0.00087,1,0.0154,-0.4920,,,
74.400,13.018,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0154,-0.4919,,,
75.650,13.263,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0339,-0.4917,,,
76.550,13.443,5. Approach: move forward to,30.000,0.000,0.00087,1,0.0890,-0.4917,,,
77.450,13.627,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1624,-0.4917,,,
78.300,13.805,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1992,-0.4917,,,
79.250,13.998,5. Approach: move forward to,30.000,0.000,0.00087,1,0.1992,-0.4915,,,
80.650,14.315,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1993,-0.4913,,,
81.600,14.502,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1993,-0.4911,,,
82.550,14.685,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1994,-0.4910,,,
83.050,14.789,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1994,-0.4909,,,
84.000,14.971,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1994,-0.4907,,,
84.900,15.155,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1995,-0.4906,,,
85.850,15.347,6. Gripper camera: is there ,30.000,0.000,0.00087,1,0.1995,-0.4904,,,
86.650,15.510,7. Grasp: close until the fi,30.000,0.000,0.00087,1,0.1996,-0.4903,,,
87.900,15.777,7. Grasp: close until the fi,30.000,0.000,-0.00213,1,0.1996,-0.4901,,,
88.750,15.933,7. Grasp: close until the fi,30.000,0.000,-0.01063,1,0.1997,-0.4899,,,
90.200,16.268,7. Grasp: close until the fi,30.000,0.000,-0.01163,0,0.1998,-0.4897,0.3800012161519298,-0.49999565153501274,0.11000000061716021
90.850,16.401,7. Grasp: close until the fi,30.000,0.000,-0.01163,0,0.1998,-0.4896,0.3800012161519298,-0.49999565153501274,0.11000000061716021
91.600,16.554,8. Grasped: lift the object,30.000,0.000,-0.01163,0,0.1998,-0.4895,0.3800012161519298,-0.49999565153501274,0.11000000061716021
93.100,16.875,8. Grasped: lift the object,-5.000,19.999,-0.01157,0,0.2000,-0.4892,0.3800012161519298,-0.49999565153501274,0.11000000061716021
93.800,17.017,8. Grasped: lift the object,-35.000,20.000,-0.01157,0,0.2001,-0.4891,0.3800012161519298,-0.49999565153501274,0.11000000061716021
95.650,17.372,9. Retreat: straight back to,-35.000,20.000,-0.01157,0,0.1817,-0.4888,0.45845060810223137,-0.5031070635064445,0.21831291823264043
96.400,17.500,9. Retreat: straight back to,-35.000,20.000,-0.01157,0,0.1631,-0.4888,0.4399372659491265,-0.5030858026997842,0.2183129189788719
97.400,17.698,9. Retreat: straight back to,-35.000,20.000,-0.01157,0,0.1261,-0.4888,0.4029100575025588,-0.503055841872041,0.21831292041228412
98.350,17.883,9. Retreat: straight back to,-35.000,20.000,-0.01157,0,0.0891,-0.4888,0.36588285219626004,-0.5030257154676843,0.21831292561633975
